 0.000e+00 0.0000e+00 0.0000e+00 [ 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 ] 1.0000e+00
 1.133e-01 3.9147e-02 3.9147e-02 [ 3.8740e-02 2.0104e-04 2.4345e-06 9.5923e-05 9.7255e-05 1.0731e-05 ] 9.6085e-01
 2.267e-01 8.1859e-02 8.1859e-02 [ 8.0127e-02 8.5837e-04 1.0394e-05 4.0955e-04 4.1439e-04 4.0199e-05 ] 9.1814e-01
 3.400e-01 1.1443e-01 1.1443e-01 [ 1.1015e-01 2.1270e-03 2.5758e-05 1.0148e-03 1.0251e-03 8.5051e-05 ] 8.8557e-01
 4.533e-01 1.5059e-01 1.5059e-01 [ 1.4203e-01 4.2702e-03 5.1715e-05 2.0373e-03 2.0535e-03 1.4513e-04 ] 8.4941e-01
 5.667e-01 1.9608e-01 1.9608e-01 [ 1.8076e-01 7.6677e-03 9.2867e-05 3.6581e-03 3.6776e-03 2.2244e-04 ] 8.0392e-01
 6.800e-01 2.5614e-01 2.5614e-01 [ 2.3065e-01 1.2793e-02 1.5496e-04 6.1032e-03 6.1180e-03 3.1960e-04 ] 7.4386e-01
 7.933e-01 3.3455e-01 3.3455e-01 [ 2.9458e-01 2.0110e-02 2.4360e-04 9.5933e-03 9.5873e-03 4.3799e-04 ] 6.6545e-01
 9.067e-01 4.3123e-01 4.3123e-01 [ 3.7206e-01 2.9831e-02 3.6138e-04 1.4230e-02 1.4176e-02 5.7484e-04 ] 5.6877e-01
 1.020e+00 5.3941e-01 5.3941e-01 [ 4.5709e-01 4.1578e-02 5.0375e-04 1.9832e-02 1.9692e-02 7.2014e-04 ] 4.6059e-01
 1.133e+00 6.4530e-01 6.4530e-01 [ 5.3816e-01 5.4200e-02 6.5676e-04 2.5851e-02 2.5581e-02 8.5678e-04 ] 3.5470e-01
 1.247e+00 7.3334e-01 7.3334e-01 [ 6.0280e-01 6.6130e-02 8.0143e-04 3.1539e-02 3.1097e-02 9.6740e-04 ] 2.6666e-01
 1.360e+00 7.9485e-01 7.9485e-01 [ 6.4462e-01 7.6217e-02 9.2384e-04 3.6346e-02 3.5698e-02 1.0444e-03 ] 2.0515e-01
 1.473e+00 8.3152e-01 8.3152e-01 [ 6.6568e-01 8.4253e-02 1.0214e-03 4.0174e-02 3.9294e-02 1.0926e-03 ] 1.6848e-01
 1.587e+00 8.5072e-01 8.5072e-01 [ 6.7244e-01 9.0699e-02 1.0998e-03 4.3243e-02 4.2107e-02 1.1228e-03 ] 1.4928e-01
 1.700e+00 8.5971e-01 8.5971e-01 [ 6.7100e-01 9.6145e-02 1.1662e-03 4.5834e-02 4.4418e-02 1.1445e-03 ] 1.4029e-01
 1.813e+00 8.6334e-01 8.6334e-01 [ 6.6533e-01 1.0103e-01 1.2259e-03 4.8158e-02 4.6436e-02 1.1635e-03 ] 1.3666e-01
 1.927e+00 8.6434e-01 8.6434e-01 [ 6.5762e-01 1.0562e-01 1.2820e-03 5.0341e-02 4.8287e-02 1.1824e-03 ] 1.3566e-01
 2.040e+00 8.6408e-01 8.6408e-01 [ 6.4898e-01 1.1006e-01 1.3365e-03 5.2452e-02 5.0042e-02 1.2022e-03 ] 1.3592e-01
